source,target,weight
AF,ES,12.0
AF,IS,1.0
AF,PL,2.0
AL,AT,28.0
AL,BE,2.0
AL,BG,22.0
AL,CZ,26.0
AL,DE,114.0
AL,EE,5.0
AL,EL,11.0
AL,ES,22.0
AL,FI,7.0
AL,FR,44.0
AL,HR,8.0
AL,HU,20.0
AL,IT,272.0
AL,LT,8.0
AL,LU,16.0
AL,LV,16.0
AL,NL,5.0
AL,NO,27.0
AL,PL,72.0
AL,PT,23.0
AL,RO,30.0
AL,SE,31.0
AL,SI,6.0
AL,SK,8.0
AL,TR,25.0
AL,UK,17.0
AM,AT,26.0
AM,BE,33.0
AM,BG,10.0
AM,CY,4.0
AM,CZ,19.0
AM,DE,38.0
AM,DK,1.0
AM,EE,12.0
AM,EL,4.0
AM,ES,35.0
AM,FI,8.0
AM,FR,114.0
AM,HR,8.0
AM,HU,20.0
AM,IT,101.0
AM,LT,8.0
AM,LV,1.0
AM,NL,8.0
AM,NO,3.0
AM,PL,43.0
AM,PT,47.0
AM,RO,7.0
AM,SE,8.0
AM,SK,1.0
AM,TR,2.0
AM,UK,6.0
AO,HU,1.0
AR,AT,2.0
AR,BE,2.0
AR,CY,1.0
AR,DE,3.0
AR,EE,1.0
AR,EL,5.0
AR,ES,5.0
AR,FR,41.0
AR,HU,8.0
AR,IT,30.0
AR,NO,1.0
AR,PL,1.0
AR,RO,1.0
AR,SI,2.0
AR,SK,2.0
AR,TR,2.0
AR,UK,5.0
AT,AL,1.0
AT,AM,2.0
AT,AR,2.0
AT,AU,11.0
AT,BA,14.0
AT,BE,392.0
AT,BG,28.0
AT,BR,6.0
AT,BT,2.0
AT,BY,3.0
AT,CA,15.0
AT,CL,9.0
AT,CN,17.0
AT,CO,3.0
AT,CR,2.0
AT,CU,8.0
AT,CY,23.0
AT,CZ,244.0
AT,DE,2854.0
AT,DK,430.0
AT,EE,70.0
AT,EL,144.0
AT,ES,1199.0
AT,ET,1.0
AT,FI,393.0
AT,FR,895.0
AT,GE,23.0
AT,GH,3.0
AT,HK,1.0
AT,HR,95.0
AT,HU,144.0
AT,ID,5.0
AT,IE,229.0
AT,IL,63.0
AT,IN,5.0
AT,IR,3.0
AT,IS,67.0
AT,IT,1128.0
AT,JP,4.0
AT,KG,3.0
AT,KH,1.0
AT,KR,9.0
AT,KZ,9.0
AT,LI,26.0
AT,LK,3.0
AT,LT,77.0
AT,LU,23.0
AT,LV,57.0
AT,MK,1.0
AT,MM,2.0
AT,MN,2.0
AT,MT,19.0
AT,NL,618.0
AT,NO,430.0
AT,NP,5.0
AT,NZ,5.0
AT,PL,211.0
AT,PS,1.0
AT,PT,381.0
AT,RO,63.0
AT,RS,29.0
AT,RU,86.0
AT,SE,811.0
AT,SI,159.0
AT,SK,86.0
AT,TH,9.0
AT,TJ,2.0
AT,TR,108.0
AT,TT,5.0
AT,TW,6.0
AT,TZ,4.0
AT,UA,9.0
AT,UG,7.0
AT,UK,781.0
AT,US,14.0
AT,UY,2.0
AT,UZ,3.0
AT,XK,1.0
AT,ZA,9.0
AU,AT,7.0
AU,BE,4.0
AU,BG,1.0
AU,CY,2.0
AU,CZ,1.0
AU,DE,20.0
AU,DK,2.0
AU,EE,2.0
AU,EL,1.0
AU,ES,13.0
AU,HR,3.0
AU,IE,1.0
AU,IT,6.0
AU,LT,4.0
AU,NL,30.0
AU,NO,4.0
AU,PL,7.0
AU,PT,1.0
AU,RO,1.0
AU,SE,1.0
AU,SI,3.0
AU,UK,1.0
AZ,BG,1.0
AZ,CZ,6.0
AZ,DE,7.0
AZ,EE,2.0
AZ,EL,1.0
AZ,ES,6.0
AZ,FR,4.0
AZ,HR,3.0
AZ,HU,2.0
AZ,IT,25.0
AZ,LT,4.0
AZ,PL,27.0
AZ,PT,6.0
AZ,RO,10.0
AZ,SI,9.0
AZ,SK,7.0
AZ,TR,23.0
AZ,UK,5.0
BA,AT,37.0
BA,BE,10.0
BA,BG,4.0
BA,CZ,51.0
BA,DE,133.0
BA,DK,4.0
BA,EL,2.0
BA,ES,57.0
BA,FI,2.0
BA,FR,86.0
BA,HR,34.0
BA,HU,10.0
BA,IE,4.0
BA,IS,3.0
BA,IT,102.0
BA,LI,2.0
BA,LT,8.0
BA,LV,9.0
BA,NL,26.0
BA,NO,4.0
BA,PL,42.0
BA,PT,24.0
BA,RO,20.0
BA,SE,35.0
BA,SI,10.0
BA,SK,9.0
BA,TR,13.0
BA,UK,4.0
BB,FR,1.0
BD,ES,2.0
BD,FI,1.0
BD,IE,3.0
BD,IT,5.0
BD,PL,2.0
BD,TR,1.0
BD,UK,2.0
BE,AL,1.0
BE,AM,3.0
BE,AT,452.0
BE,AU,12.0
BE,BF,1.0
BE,BG,54.0
BE,BO,2.0
BE,BR,2.0
BE,BY,1.0
BE,CA,22.0
BE,CD,1.0
BE,CL,2.0
BE,CM,1.0
BE,CN,6.0
BE,CU,1.0
BE,CY,16.0
BE,CZ,461.0
BE,DE,1346.0
BE,DK,427.0
BE,EC,1.0
BE,EE,95.0
BE,EL,169.0
BE,ES,2188.0
BE,FI,576.0
BE,FR,2759.0
BE,GE,3.0
BE,HK,6.0
BE,HR,92.0
BE,HU,199.0
BE,ID,2.0
BE,IE,301.0
BE,IL,9.0
BE,IN,1.0
BE,IS,34.0
BE,IT,1628.0
BE,JO,1.0
BE,JP,9.0
BE,KH,5.0
BE,KR,7.0
BE,KZ,2.0
BE,LB,5.0
BE,LI,6.0
BE,LT,124.0
BE,LU,445.0
BE,LV,47.0
BE,MA,3.0
BE,MD,7.0
BE,MG,1.0
BE,MT,68.0
BE,MX,1.0
BE,MZ,1.0
BE,NI,2.0
BE,NL,920.0
BE,NO,497.0
BE,PH,1.0
BE,PL,290.0
BE,PS,6.0
BE,PT,797.0
BE,RO,107.0
BE,RS,7.0
BE,RU,37.0
BE,RW,1.0
BE,SE,734.0
BE,SI,149.0
BE,SK,33.0
BE,SR,2.0
BE,TH,1.0
BE,TR,67.0
BE,TT,2.0
BE,TW,4.0
BE,TZ,6.0
BE,UA,14.0
BE,UK,1073.0
BE,US,7.0
BE,VN,23.0
BE,ZA,3.0
BF,BE,3.0
BF,FR,22.0
BF,NL,1.0
BG,AL,16.0
BG,AM,5.0
BG,AT,112.0
BG,AZ,1.0
BG,BA,4.0
BG,BE,95.0
BG,CA,4.0
BG,CN,6.0
BG,CO,3.0
BG,CV,1.0
BG,CY,78.0
BG,CZ,211.0
BG,DE,509.0
BG,DK,12.0
BG,DO,2.0
BG,EE,7.0
BG,EG,3.0
BG,EL,257.0
BG,ES,414.0
BG,FI,24.0
BG,FJ,1.0
BG,FR,235.0
BG,GE,5.0
BG,HR,72.0
BG,HU,72.0
BG,ID,2.0
BG,IE,13.0
BG,IL,6.0
BG,IN,2.0
BG,IS,1.0
BG,IT,496.0
BG,JO,6.0
BG,JP,8.0
BG,KR,2.0
BG,LB,4.0
BG,LI,1.0
BG,LT,33.0
BG,LV,30.0
BG,MA,9.0
BG,ME,2.0
BG,MK,99.0
BG,MT,160.0
BG,MX,1.0
BG,MY,2.0
BG,NL,78.0
BG,NO,8.0
BG,PL,309.0
BG,PS,3.0
BG,PT,244.0
BG,RO,139.0
BG,RS,50.0
BG,RU,22.0
BG,SE,14.0
BG,SI,35.0
BG,SK,68.0
BG,TN,13.0
BG,TR,266.0
BG,TT,1.0
BG,UA,13.0
BG,UK,197.0
BG,US,6.0
BG,VN,6.0
BG,ZA,3.0
BJ,ES,1.0
BN,EL,1.0
BO,CZ,1.0
BO,ES,13.0
BO,IT,1.0
BO,PL,1.0
BO,SE,1.0
BO,SK,1.0
BR,AT,6.0
BR,BE,10.0
BR,BG,1.0
BR,CY,4.0
BR,CZ,4.0
BR,DE,23.0
BR,EE,1.0
BR,EL,4.0
BR,ES,2.0
BR,FR,34.0
BR,HR,5.0
BR,HU,4.0
BR,IE,6.0
BR,IT,22.0
BR,LT,3.0
BR,LU,1.0
BR,LV,1.0
BR,NL,14.0
BR,NO,2.0
BR,PL,17.0
BR,PT,2.0
BR,RO,6.0
BR,SE,8.0
BR,SK,2.0
BR,UK,2.0
BT,AT,1.0
BT,CZ,9.0
BT,ES,4.0
BT,IT,4.0
BT,PL,3.0
BT,SE,2.0
BT,SK,3.0
BW,EL,1.0
BW,HU,1.0
BY,AT,2.0
BY,BE,4.0
BY,CZ,18.0
BY,DE,38.0
BY,EE,13.0
BY,EL,5.0
BY,ES,13.0
BY,FI,2.0
BY,FR,11.0
BY,HR,1.0
BY,HU,3.0
BY,IE,1.0
BY,IT,21.0
BY,LT,13.0
BY,LV,12.0
BY,NO,2.0
BY,PL,50.0
BY,PT,16.0
BY,RO,5.0
BY,SI,7.0
BY,SK,8.0
BY,UK,9.0
CA,AT,8.0
CA,BE,7.0
CA,BG,2.0
CA,CY,1.0
CA,CZ,6.0
CA,DE,28.0
CA,DK,2.0
CA,EE,4.0
CA,EL,7.0
CA,ES,16.0
CA,FI,2.0
CA,FR,43.0
CA,HR,4.0
CA,HU,2.0
CA,IE,1.0
CA,IT,13.0
CA,NL,5.0
CA,NO,11.0
CA,PL,9.0
CA,PT,10.0
CA,RO,7.0
CA,SE,4.0
CA,SK,1.0
CA,UK,1.0
CD,ES,3.0
CI,DE,10.0
CI,ES,6.0
CI,FR,23.0
CL,AT,4.0
CL,BE,8.0
CL,CZ,2.0
CL,DE,21.0
CL,EE,5.0
CL,EL,1.0
CL,ES,5.0
CL,FR,22.0
CL,HR,2.0
CL,HU,2.0
CL,IT,1.0
CL,LT,1.0
CL,LV,1.0
CL,NL,4.0
CL,PL,2.0
CL,PT,3.0
CL,RO,10.0
CL,SE,6.0
CL,UK,2.0
CM,BE,1.0
CM,DE,13.0
CM,FR,8.0
CM,IT,7.0
CM,PL,12.0
CM,RO,1.0
CN,AT,35.0
CN,BE,25.0
CN,BG,19.0
CN,CY,1.0
CN,CZ,10.0
CN,DE,122.0
CN,DK,1.0
CN,EE,5.0
CN,EL,40.0
CN,ES,55.0
CN,FI,6.0
CN,FR,110.0
CN,HR,44.0
CN,HU,32.0
CN,IE,2.0
CN,IS,3.0
CN,IT,126.0
CN,LT,10.0
CN,NL,8.0
CN,NO,22.0
CN,PL,46.0
CN,PT,5.0
CN,RO,27.0
CN,SE,5.0
CN,SI,64.0
CN,SK,20.0
CN,TR,9.0
CN,UK,13.0
CO,AT,1.0
CO,BE,6.0
CO,BG,7.0
CO,CZ,3.0
CO,DE,16.0
CO,DK,4.0
CO,ES,3.0
CO,FR,28.0
CO,HR,1.0
CO,HU,9.0
CO,IT,14.0
CO,LI,1.0
CO,LT,2.0
CO,NL,9.0
CO,PL,1.0
CO,PT,8.0
CO,TR,1.0
CR,AT,2.0
CR,CZ,1.0
CR,DE,8.0
CR,ES,3.0
CR,PL,2.0
CU,AT,2.0
CU,BE,5.0
CU,CZ,1.0
CU,DE,13.0
CU,ES,2.0
CU,FR,1.0
CU,IT,3.0
CU,NL,2.0
CU,NO,1.0
CU,PL,1.0
CU,PT,1.0
CU,RO,1.0
CU,SE,2.0
CU,SK,2.0
CU,UK,2.0
CV,CZ,1.0
CV,ES,1.0
CY,AT,7.0
CY,AU,1.0
CY,BE,11.0
CY,BG,5.0
CY,CA,1.0
CY,CZ,2.0
CY,DE,30.0
CY,DK,6.0
CY,EE,1.0
CY,EG,2.0
CY,EL,138.0
CY,ES,60.0
CY,FI,5.0
CY,FR,20.0
CY,HR,2.0
CY,HU,4.0
CY,IE,3.0
CY,IL,8.0
CY,IS,1.0
CY,IT,36.0
CY,KE,1.0
CY,LB,2.0
CY,LT,2.0
CY,LV,5.0
CY,MN,1.0
CY,MT,3.0
CY,NL,7.0
CY,PL,14.0
CY,PT,33.0
CY,RO,6.0
CY,RS,3.0
CY,SC,1.0
CY,SE,9.0
CY,SI,2.0
CY,SK,1.0
CY,UK,37.0
CY,US,2.0
CY,ZA,2.0
CZ,AL,6.0
CZ,AM,5.0
CZ,AT,1077.0
CZ,AU,7.0
CZ,AZ,2.0
CZ,BA,21.0
CZ,BE,744.0
CZ,BG,152.0
CZ,BO,1.0
CZ,BR,1.0
CZ,BT,5.0
CZ,BY,5.0
CZ,CA,12.0
CZ,CL,2.0
CZ,CN,5.0
CZ,CY,79.0
CZ,DE,2338.0
CZ,DK,264.0
CZ,EE,312.0
CZ,EG,2.0
CZ,EL,375.0
CZ,ES,1772.0
CZ,FI,880.0
CZ,FR,1278.0
CZ,GE,5.0
CZ,GH,2.0
CZ,HR,249.0
CZ,HU,320.0
CZ,ID,7.0
CZ,IE,261.0
CZ,IL,55.0
CZ,IN,6.0
CZ,IR,2.0
CZ,IS,102.0
CZ,IT,1095.0
CZ,JO,2.0
CZ,JP,1.0
CZ,KE,1.0
CZ,KR,7.0
CZ,KZ,8.0
CZ,LI,29.0
CZ,LT,319.0
CZ,LU,22.0
CZ,LV,194.0
CZ,MA,21.0
CZ,MD,3.0
CZ,ME,3.0
CZ,MK,11.0
CZ,MT,110.0
CZ,MX,1.0
CZ,MY,1.0
CZ,NI,1.0
CZ,NL,535.0
CZ,NO,440.0
CZ,PL,921.0
CZ,PT,1416.0
CZ,RO,97.0
CZ,RS,28.0
CZ,RU,39.0
CZ,SE,528.0
CZ,SI,671.0
CZ,SK,896.0
CZ,TH,3.0
CZ,TR,247.0
CZ,TW,11.0
CZ,UA,24.0
CZ,UK,1206.0
CZ,US,12.0
CZ,UZ,3.0
CZ,VN,7.0
CZ,ZA,4.0
DE,AL,34.0
DE,AM,8.0
DE,AR,3.0
DE,AT,2271.0
DE,AU,32.0
DE,AZ,18.0
DE,BA,52.0
DE,BE,1452.0
DE,BG,174.0
DE,BO,3.0
DE,BT,2.0
DE,BY,19.0
DE,CA,21.0
DE,CI,1.0
DE,CL,8.0
DE,CM,6.0
DE,CN,17.0
DE,CO,13.0
DE,CR,2.0
DE,CY,104.0
DE,CZ,1285.0
DE,DK,1633.0
DE,DZ,2.0
DE,EC,1.0
DE,EE,546.0
DE,EG,63.0
DE,EL,688.0
DE,ES,6393.0
DE,ET,12.0
DE,FI,2536.0
DE,FR,6843.0
DE,GA,1.0
DE,GE,53.0
DE,GH,3.0
DE,HR,278.0
DE,HU,1159.0
DE,ID,15.0
DE,IE,947.0
DE,IL,174.0
DE,IN,7.0
DE,IQ,3.0
DE,IR,3.0
DE,IS,262.0
DE,IT,4745.0
DE,JO,53.0
DE,JP,29.0
DE,KE,4.0
DE,KG,10.0
DE,KH,3.0
DE,KR,12.0
DE,KZ,9.0
DE,LB,16.0
DE,LI,28.0
DE,LT,435.0
DE,LU,185.0
DE,LV,430.0
DE,MA,29.0
DE,MD,3.0
DE,ME,7.0
DE,MK,3.0
DE,ML,1.0
DE,MM,10.0
DE,MT,118.0
DE,MX,8.0
DE,MY,3.0
DE,NE,1.0
DE,NL,2211.0
DE,NO,2781.0
DE,NP,2.0
DE,NZ,1.0
DE,PH,1.0
DE,PL,2231.0
DE,PS,8.0
DE,PT,1984.0
DE,PY,2.0
DE,RO,304.0
DE,RS,84.0
DE,RU,206.0
DE,SD,2.0
DE,SE,4292.0
DE,SI,345.0
DE,SK,212.0
DE,TH,17.0
DE,TN,22.0
